Case Number,Status,Source,Incident Date,Incident Time,Incident Location,Incident City,Incident State,Incident Zip,Incident County,Lure Animal,Lure Candy,Lure Money,Lure Ride,Lure Other,Lure Other Detail,How Got Away,How Got Away Detail,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Approximate Age 1,Child Approximate Age 2,Child Approximate Age 3,Child Approximate Age 4,Child Approximate Age 5,Child Approximate Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Offender Race 1,Offender Race 2,Offender Race 3,Vehicle Type,Vehicle Color
1265421,Closed,Internet,03/29/16,4:35 PM,2002 Annapolis Mall Rd,Annapolis,MD,21401,Anne Arundel,0,0,0,0,-1,None,Adult/Child Intervened,,558595,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,,,,Unknown,,,,
1265432,Closed,Internet,03/17/16,3:20 PM,NE Wardwell Rd,Bainbridge Island,WA,98110,Kitsap,0,0,0,0,-1,Ice cream,Ignored/Refused,,558610,558611,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Male,,,Unknown,,,White,,,Pickup Truck,White
1265434,Closed,Internet,03/18/16,8:20 AM,NE Wardwell Rd,Bainbridge Island,WA,98110,Kitsap,0,0,0,0,-1,Question,Unknown,,558614,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,"Sedan, 4 door",Gray
1265440,Closed,Internet,03/29/16,10:00 PM,Kilani Ave,Wahiawa,HI,96786,Honolulu,0,0,0,0,-1,None,Adult/Child Intervened,,558620,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,,
1265442,Closed,Internet,03/29/16,10:00 PM,Kilani Ave,Wahiawa,HI,96786,Honolulu,0,0,0,0,-1,None,Adult/Child Intervened,,558624,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,,,,Unknown,,,,
1265658,Closed,Internet,04/04/16,8:10 AM,200 Marshall Blvd,Aurora,IL,60505,Kane,0,0,0,0,-1,None,Released,Screamed,559010,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Female,,,30-39,,,White,,,,
1265660,Closed,Internet,03/24/16,12:00 AM,Everett Ave,Newark,OH,43055,Licking,0,0,0,-1,0,,Ignored/Refused,,559013,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,50-69,,,White,,,Truck,
1265662,Closed,Internet,03/09/16,12:00 AM,Cynthia St,Heath,OH,43056,Licking,0,0,0,0,-1,None,Ran Away,,559016,559017,559018,,,,Unknown,Unknown,Unknown,,,,Female,Female,Male,,,,Unknown,Unknown,Unknown,,,,Male,,,Unknown,,,White,,,Truck,Black
1265663,Closed,Internet,03/30/16,5:00 PM,Ruth St & Francesca St,Corpus Christi,TX,78405,Nueces,0,0,0,0,-1,None,Fought/Broke Free,Ran away,559019,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,Unknown,,,"Sedan, 4 door",Black
1265664,Closed,Internet,03/11/16,6:30 AM,Granville St & N 11th St,Newark,OH,43055,Licking,0,0,0,0,-1,None,Ran Away,,559020,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,40-50,,,White,,,,
1265667,Closed,Internet,03/30/16,3:00 PM,6200 San Rolando Cir,Buena Park,CA,90620,Orange,0,0,0,0,-1,None,Fought/Broke Free,,559026,,,,,,Unknown,,,,,,Male,,,,,,10,,,,,,Male,,,40-49,,,White,,,,
1265759,Closed,Internet,04/04/16,12:00 AM,Colusa Ave & Marin Ave,Berkeley,CA,94707,Alameda,0,0,0,-1,-1,Called over,Ran Away,,559140,559141,,,,,Unknown,Unknown,,,,,Male,Male,,,,,Unknown,Unknown,,,,,Male,,,Unknown,,,Unknown,,,"Sedan, 4 door",Blue
1265905,Closed,Internet,03/27/16,12:00 AM,Unknown,Vernal,UT,,Uintah,0,0,0,0,-1,None,Released,,559344,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,,,,Am. Ind.,,,,
1266023,Closed,Internet,04/04/16,12:00 AM,Van Cortlandt Ave,Ossining,NY,10562,Westchester,0,0,0,-1,-1,Impersonation,Ignored/Refused,The child confidently waved off the suspect and went home.,559512,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,Van,White
1266026,Closed,Internet,04/01/16,11:00 PM,900 N Berlyn Ave,Ontario,CA,91764,San Bernardino,0,0,0,0,-1,None,Fought/Broke Free,,559516,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,,,30,,,Hispanic,,,,
1266029,Closed,Internet,03/29/16,6:30 PM,Robinson Lake Rd,Newnan,GA,30265,Coweta,0,0,0,0,-1,None,Ignored/Refused,,559519,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,,,Unknown,,,White,,,Truck,white
1266049,Closed,Internet,04/06/16,3:15 PM,NW 158th Ave & State Rd 238,Lake Butler,FL,32054,Union,0,0,0,-1,0,,Other,The children and suspects left the area.,559547,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,Female,,35-50,35-50,,White,White,,Van,Dark
1266118,Closed,Internet,04/11/16,12:00 AM,1900 Hiland Ave,Burley,ID,83318,Cassia,0,0,0,0,-1,None,Fought/Broke Free,Ran away,559641,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1266126,Closed,Internet,04/11/16,12:00 AM,1900 Hiland Ave,Burley,ID,83318,Cassia,0,-1,0,0,0,,Unknown,,559655,559659,,,,,Unknown,Unknown,,,,,Female,Female,,,,,Unknown,Unknown,,,,,Male,,,,,,White,,,,
1266167,Closed,Internet,04/11/16,5:15 PM,3700 Country Club Dr,Long Beach,CA,90807,Los Angeles,0,0,0,0,-1,None,Ran Away,Adult intervened,559717,,,,,,Black,,,,,,Male,,,,,,8,,,,,,Male,Male,,Unknown,,,Unknown,,,,
1266171,Closed,Internet,04/11/16,12:00 PM,950 Amarillo Ave,Palo Alto,CA,94303,Santa Clara,0,0,0,0,-1,None,Unknown,,559723,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,35-45,,,Hispanic,,,,
1266173,Closed,Internet,04/11/16,7:45 AM,Whitley Rd,Fort Mill,SC,29708,York,0,0,0,0,-1,None,Ran Away,,559725,559726,,,,,Unknown,Unknown,,,,,Male,Male,,,,,7,11,,,,,Male,,,Unknown,,,Black,,,,
1266175,Closed,Internet,04/06/16,5:20 PM,843 Cooper Landing Rd,Cherry Hill,NJ,08002,Camden,0,0,0,0,-1,None,Other,Suspect left,559728,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1266176,Closed,Internet,04/06/16,12:00 AM,Garfield Ave & Lincoln Ave S,Cherry Hill,NJ,08002,Camden,0,0,0,-1,0,,Ran Away,,559729,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1266180,Closed,Internet,04/04/16,12:00 AM,700 N Michigan Ave,Greensburg,IN,47240,Decatur,0,0,0,0,-1,None,Unknown,,559733,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,18-23,,,White,,,,
1266197,Closed,Internet,04/08/16,3:00 PM,Parcher Ave & Springer Dr,Herndon,VA,20170,Fairfax,0,0,0,0,-1,Conversation,Fought/Broke Free,Ran away,559759,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,30-39,,,Hispanic,,,,Red
1266201,Closed,Internet,04/12/16,6:45 AM,NW 103rd St,Miami,FL,33150,Miami-Dade,0,0,0,0,-1,Help needed,Fought/Broke Free,,559766,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,Unknown,,,Black,,,Pickup Truck,
1266203,Closed,Internet,04/12/16,8:40 AM,Pitkin Ave & Elton St,Brooklyn,NY,11208,New York,0,0,0,0,-1,None,Ran Away,Screamed,559771,559772,,,,,Unknown,Unknown,,,,,Female,Male,,,,,11,12,,,,,Male,,,,,,Black,,,,
1266264,Closed,Internet,04/06/16,7:30 AM,Apricot St,Worcester,MA,01603,Worcester,0,0,0,0,-1,None,Fought/Broke Free,,559848,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,,,,Hispanic,,,,
1266265,Closed,Internet,04/06/16,8:15 AM,Apricot St,Worcester,MA,01603,Worcester,0,0,0,0,-1,None,Fought/Broke Free,Suspect ran away,559849,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,,,,Hispanic,,,,
1266266,Closed,Internet,04/06/16,7:15 AM,Apricot St,Worcester,MA,01603,Worcester,0,0,0,0,-1,None,Unknown,,559850,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,Hispanic,,,,
1266273,Closed,Internet,04/05/16,2:30 PM,20000 NW 257th Terrace,High Springs,FL,32643,Alachua,0,0,0,0,-1,Unknown,Ran Away,,559859,,,,,,Unknown,,,,,,Unknown,,,,,,10,,,,,,Male,,,Unknown,,,White,,,Van,
1266276,Closed,Internet,03/08/16,8:20 AM,Thicket Dr,Cold Spring Harbor,NY,11724,Suffolk,0,0,0,0,-1,Called over,Ran Away,,559862,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,20-29,,,Hispanic,,,"Sedan, 4 door",Tan
1266283,Closed,Internet,04/06/16,12:00 AM,Ross Rd & Pearce Ln,Austin,TX,78617,Travis,0,0,0,0,-1,Question,Unknown,,559871,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,,
1266284,Closed,Internet,04/05/16,12:00 AM,School St & Edgewood Dr,Silver Lake,WI,53170,Kenosha,0,0,0,-1,0,,Ignored/Refused,Ran away,559872,,,,,,Unknown,,,,,,Male,,,,,,7,,,,,,Male,,,Unknown,,,Unknown,,,,White
1266299,Closed,Internet,04/13/16,3:20 PM,1000 E Baltimore Pike,Kennett Square,PA,19348,Chester,0,-1,0,0,0,,Ran Away,,559892,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,Male,,35,20,,White,White,,,Black
1266302,Closed,Internet,04/13/16,12:00 AM,200 Greenwood Loop Rd,Brick,NJ,08724,Ocean,0,-1,0,0,0,,Ran Away,,559898,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,45-49,,,White,,,,Gray
1266308,Closed,Internet,04/08/16,3:40 PM,Sam Houston Dr & Marks Cir,Lebanon,TN,37087,Wilson,0,0,0,0,-1,Directions; Questions,Ignored/Refused,,559904,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,50-60,,,White,,,"Sedan, 4 door",Gray
1266309,Closed,Internet,04/04/16,12:00 AM,S 151st St & Giles Rd,Omaha,NE,68138,Sarpy,0,0,0,0,-1,Unknown,Ran Away,,559906,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,Van,White
1266311,Closed,Internet,04/06/16,8:48 PM,W Lake St & N Pulaski Rd,Chicago,IL,60624,Cook,0,0,0,0,-1,None,Ran Away,,559908,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,35-45,,,White,,,"Sedan, 4 door","Blue, Dark"
1266312,Closed,Internet,04/07/16,8:00 AM,4600 S Rockwell St,Chicago,IL,60632,Cook,0,0,-1,0,0,,Fought/Broke Free,Suspect fled the area.,559909,559963,559964,,,,Unknown,Unknown,Unknown,,,,Female,Female,Male,,,,13,13,10,,,,Male,,,30-35,,,Hispanic,,,,
1266318,Closed,Internet,04/04/16,6:30 AM,Lenore Dr & Hooper Dr,Wichita Falls,TX,76306,Wichita,0,0,0,0,-1,Unknown,Ran Away,Children intervened,559916,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,Unknown,,,Truck,Red
1266471,Closed,Internet,04/14/16,2:25 PM,Levante St,Carlsbad,CA,92009,San Diego,0,0,0,-1,0,,Ignored/Refused,Ran away,560130,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,20-40,,,Unknown,,,Van,White
1266725,Closed,Internet,04/14/16,12:00 AM,Unknown,Lakeway,TX,78738,Travis,0,0,0,0,-1,Waved,Unknown,,560464,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,35-40,,,White,,,Truck,White
1266733,Closed,Internet,04/11/16,5:00 PM,8200 Renton Dr,Austin,TX,78757,Travis,0,0,0,0,-1,None,Adult/Child Intervened,,560473,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,,Silver
1266801,Closed,Internet,04/12/16,12:00 AM,IN-29 & E Co Rd 100 N,Michigan Township,IN,46041,Carroll,0,0,-1,0,-1,Directions,Ignored/Refused,The child returned home,560562,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,,,,White,,,,Black
1266807,Closed,Internet,04/19/16,7:00 PM,5200 30th St N,Arlington,VA,22207,Arlington,0,0,0,0,-1,Unknown,Ran Away,,560587,560591,560592,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,8,11,Unknown,,,,Male,,,40-50,,,Hispanic,,,Pickup Truck,Blue
1266821,Closed,Internet,03/28/16,12:00 AM,Cypress St,Immokalee,FL,34142,Collier,0,0,0,-1,0,,Ignored/Refused,,560607,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,30-35,,,Black,,,Pickup Truck,White
1266822,Closed,Internet,04/16/16,12:00 AM,W River Rd & N Green Creek Rd,Muskegon,MI,49445,Muskegon,0,0,0,0,-1,Cell Phone,Fought/Broke Free,,560608,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,,,,White,,,Van,Silver
1266928,Closed,Internet,03/30/16,3:25 PM,5000 Highway G24,Hartford,IA,50118,Warren,0,0,0,0,-1,None,Fought/Broke Free,Ran away; Adult intervened,560758,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,30-35,,,White,,,Sport Utility,White
1266942,Closed,Internet,04/18/16,4:30 PM,Milton Ave & S Beech St,Casper,WY,82601,Natrona,0,0,0,0,-1,None,Unknown,,560774,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1266945,Closed,Internet,03/01/16,12:00 AM,1435 E Roseville Pkwy,Roseville,CA,95661,Placer,0,0,0,0,-1,None,Unknown,Exposure,560777,,,,,,Unknown,,,,,,Male,,,,,,16,,,,,,Male,,,,,,White,,,,
1266948,Closed,Internet,04/18/16,1:17 PM,Washington Ave & Davenport Way,Murrieta,CA,92562,Riverside,0,0,0,0,-1,Conversation,Other,The suspect left.,560780,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,,,,White,,,,Silver
1266951,Closed,Internet,04/06/16,12:00 AM,8000 Harding Ave,Jacksonville,FL,32219,Duval,0,0,0,0,-1,None,Unknown,,560784,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,25-30,,,Black,,,,Green
1266952,Closed,Internet,04/06/16,12:00 AM,7900 Thrasher Ave,Jacksonville,FL,32219,Duval,0,0,0,0,-1,None,Unknown,,560783,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,25-30,,,Black,,,,Green
1266954,Closed,Internet,04/21/16,12:00 AM,Unknown,Wichita,KS,,Thomas,0,0,0,0,-1,Unknown,Ran Away,,560786,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,Black,,,,Red
1266959,Closed,Internet,04/05/16,12:00 AM,75 4th Ave,Shalimar,FL,32579,Okaloosa,0,0,0,0,-1,Toy,Unknown,,560795,,,,,,Unknown,,,,,,Male,,,,,,4,,,,,,Male,,,40-45,,,White,,,,
1266960,Closed,Internet,04/12/16,12:00 AM,75 4th Ave,Shalimar,FL,32579,Okaloosa,0,-1,0,0,0,,Unknown,,560796,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,40-45,,,White,,,,
1266963,Closed,Internet,04/16/16,2:45 PM,378 E Main St,Front Royal,VA,22630,Warren,0,0,0,0,-1,None,Adult/Child Intervened,,560801,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1266964,Closed,Internet,04/17/16,3:10 PM,378 E Main St,Front Royal,VA,22630,Warren,0,0,0,0,-1,None,Adult/Child Intervened,,560800,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1266972,Closed,Internet,03/30/16,5:30 PM,163 Border St,Northbridge,MA,01588,Worcester,0,0,0,0,-1,None,Other,Suspect left the area,560812,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Female,,,Unknown,,,Unknown,,,,
1267026,Closed,Internet,04/20/16,12:00 AM,S Ferdon Blvd,Crestview,FL,32536,Okaloosa,0,0,0,0,-1,None,Adult/Child Intervened,,560880,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1267027,Closed,Internet,03/03/16,12:00 AM,17th St & Holmes Rd,Greensboro,NC,27405,Guilford,0,0,0,0,-1,None,Unknown,,560882,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,Unknown,,,Unknown,,,,
1267028,Closed,Internet,04/18/16,8:15 AM,Woodmere Dr & Rayston Dr,Greensboro,NC,27405,Guilford,0,0,0,0,-1,None,Ignored/Refused,The children boarded the school bus,560883,560885,,,,,Unknown,Unknown,,,,,Female,Unknown,,,,,Unknown,Unknown,,,,,Male,,,Unknown,,,Black,,,,
1267029,Closed,Internet,04/19/16,8:15 AM,Woodmere Dr & Rayston Dr,Greensboro,NC,27405,Guilford,0,0,0,0,-1,None,Other,One child left the area,560884,560886,,,,,Unknown,Unknown,,,,,Female,Unknown,,,,,Unknown,Unknown,,,,,Male,,,Unknown,,,Black,,,,
1267043,Closed,Internet,04/21/16,5:00 PM,3409 W Thunderbird Rd,Phoenix,AZ,85053,Maricopa,0,0,0,0,-1,None,Unknown,,560903,560904,,,,,Unknown,Unknown,,,,,Female,Female,,,,,10,Unknown,,,,,Male,,,Unknown,,,White,,,,
1267048,Closed,Internet,04/17/16,7:30 PM,Timbersmith Dr & Beckler Ln,Delaware,OH,43015,Delaware,0,-1,0,0,-1,Question,Other,The child left the area,560912,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,Unknown,,,White,,,,Red
1267052,Closed,Internet,04/25/16,10:30 AM,S Oak Park Ave & Jackson Blvd,Oak Park,IL,60304,Cook,0,0,0,0,-1,Waved,Adult/Child Intervened,,560916,560918,,,,,Unknown,Unknown,,,,,Female,Male,,,,,2,Unknown,,,,,Male,,,25-35,,,Black,,,,
1267053,Closed,Internet,04/22/16,12:00 PM,26400 Trabuco Rd,Mission Viejo,CA,92691,Orange,0,0,0,0,-1,None,Other,The suspect fled.,560920,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,40-45,,,White,,,,
1267054,Closed,Internet,04/20/16,5:07 PM,Washington St & 14th St,Hoboken,NJ,07030,Hudson,0,0,0,0,-1,None,Adult/Child Intervened,,560921,,,,,,Unknown,,,,,,Unknown,,,,,,3,,,,,,Male,,,,,,White,,,,
1267121,Closed,Internet,04/25/16,12:00 AM,655 4th St,Las Cruces,NM,88005,Dona Ana,0,0,0,0,-1,None,Adult/Child Intervened,,561008,561049,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Male,,,,,,Hispanic,,,,
1267185,Closed,Internet,04/25/16,3:40 PM,Hiller St & Biddulph Way,Belmont,CA,94002,San Mateo,0,0,0,0,-1,Called over,Ran Away,,561099,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,45-49,,,Hispanic,,,Pickup Truck,Brown
1267189,Closed,Internet,04/25/16,12:00 AM,1042 North St,Jesup,IA,50648,Buchanan,0,-1,0,0,0,,Ran Away,,561102,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,,Red
1267195,Closed,Internet,04/23/16,12:00 AM,N 143rd St E & E 13th St N,Wichita,KS,67230,Sedgwick,0,0,0,0,-1,None,Ignored/Refused,,561110,,,,,,Unknown,,,,,,Male,,,,,,10,,,,,,Male,,,Unknown,,,White,,,Van,Black
1267198,Closed,Internet,04/21/16,12:00 AM,2600 S West St,Wichita,KS,67217,Sedgwick,0,0,0,0,-1,Cigarettes,Ignored/Refused,Ran away,561113,,,,,,White,,,,,,Male,,,,,,12,,,,,,Male,,,,,,Unknown,,,,
1267200,Closed,Internet,04/18/16,12:00 AM,Unknown,Atwood,KS,,Rawlins,0,0,0,0,-1,Unknown,Unknown,,561115,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Unknown,,,White,,,"Sedan, 4 door",Green
1267641,Closed,Internet,04/18/16,7:00 PM,4300 Argyle Terrace NW,Washington,DC,20011,District of Columbia,0,-1,0,0,0,,Other,Child rode away,561773,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,Male,,70,60,,Unknown,Unknown,,,White
1267708,Closed,Internet,04/26/16,6:00 PM,4500 St Louis Ave,Chicago,IL,60625,Cook,0,0,0,0,-1,Waved; Honked horn,Ignored/Refused,Walked away,561876,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,40-45,,,Unknown,,,,White
1267793,Closed,Internet,04/20/16,6:35 PM,6700 N Whipple St,Chicago,IL,60645,Cook,0,-1,0,0,0,,Ran Away,,562042,562043,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Male,Female,,17-20,20-30,,White,White,,Sport Utility,Black
1267795,Closed,Internet,04/23/16,8:00 PM,4800 W Cornelia Ave,Chicago,IL,60641,Cook,0,0,0,0,-1,None,Adult/Child Intervened,,562044,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,25-30,,,White,,,,
1267913,Closed,Internet,04/25/16,12:00 AM,1042 North St,Jesup,IA,50648,Buchanan,0,-1,0,0,-1,Conversation,Fought/Broke Free,Ran away,562206,,,,,,White,,,,,,Female,,,,,,7,,,,,,Male,,,Unknown,,,Unknown,,,,Red
1267918,Closed,Internet,05/05/16,5:21 PM,1700 Sam Houston Dr,Victoria,TX,77901,Victoria,0,0,0,0,-1,Unknown,Other,The suspect drove away.,562213,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,Pickup Truck,Gray
1267920,Closed,Internet,04/30/16,12:00 AM,1124 High Hill Blvd,Dallas,TX,75203,Dallas,0,0,0,0,-1,Knew parent,Ran Away,Adults intervened,562215,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,,,,Black,,,,
1267976,Closed,Internet,05/02/16,9:00 AM,10000 Holly Ln,Des Plaines,IL,60016,Cook,0,0,0,0,-1,None,Ran Away,,562317,,,,,,Unknown,,,,,,Male,,,,,,10,,,,,,Male,,,40-49,,,Unknown,,,,
1267979,Closed,Internet,05/06/16,7:00 AM,N Rhyne St,Gastonia,NC,28054,Gaston,0,0,-1,0,0,,Adult/Child Intervened,,562325,562326,,,,,Unknown,Unknown,,,,,Male,Female,,,,,7,9,,,,,Male,,,Unknown,,,Black,,,,
1267980,Closed,Internet,05/02/16,5:30 AM,428 Bedford Ave,Brooklyn,NY,11249,New York,0,0,0,0,-1,None,Other,Suspect fled,562327,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,45,,,White,,,,
1267983,Closed,Internet,04/25/16,7:00 PM,418 Rte 286,Seabrook,NH,01952,Essex,0,0,0,0,-1,None,Other,Suspect left the area,562339,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,,,,White,,,,
1267984,Closed,Internet,05/03/16,8:28 AM,200 W 108th St,Chicago,IL,60628,Cook,0,0,0,0,-1,None,Ran Away,Broke free,562340,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Unknown,,,Black,,,,Silver
1267988,Closed,Internet,05/04/16,7:50 AM,2400 Reservoir Rd,Clarkston,WA,99403,Asotin,0,-1,0,0,-1,Directions,Unknown,,562348,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,30-39,,,White,,,,Red
1267989,Closed,Internet,05/02/16,1:53 PM,Lawndale Rd,Deerfield Township,MI,48461,Lapeer,0,0,0,0,-1,Food; Question,Ignored/Refused,Walked away,562349,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,40-49,,,White,,,Pickup Truck,Red
1267992,Closed,Internet,04/24/16,12:00 AM,1846 20th Ave Dr NE,Hickory,NC,28601,Catawba,0,0,0,0,-1,None,Unknown,,562352,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,
1267994,Closed,Internet,04/29/16,12:00 AM,Avalon Park S Blvd,Orlando,FL,32828,Orange,0,0,0,0,-1,None,Fought/Broke Free,Ran away,562354,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,,,,Unknown,,,,
1267995,Closed,Internet,05/03/16,12:00 AM,Avalon Park S Blvd,Orlando,FL,32828,Orange,0,0,0,0,-1,None,Unknown,,562355,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,,,,Unknown,,,,
1268005,Closed,Internet,05/05/16,3:45 PM,Ocean Ave,Portland,ME,04103,Cumberland,0,0,0,0,-1,None,Ran Away,,562369,,,,,,Unknown,,,,,,Male,,,,,,10,,,,,,Male,,,,,,Unknown,,,Pickup Truck,
1268016,Closed,Internet,05/08/16,12:00 AM,Unknown,Provo,UT,,Utah,0,0,0,0,-1,None,Adult/Child Intervened,,562388,,,,,,Unknown,,,,,,Male,,,,,,5,,,,,,Male,,,,,,White,,,,
1268021,Closed,Internet,05/08/16,2:30 PM,1243 Marvin Rd NE,Lacey,WA,98516,Thurston,0,0,0,0,-1,None,Adult/Child Intervened,,562394,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,,,,White,,,,
1268030,Closed,Internet,04/10/16,12:00 AM,14100 Schiller Rd,Houston,TX,77082,Harris,0,0,0,0,-1,None,Unknown,,562405,,,,,,Unknown,,,,,,Unknown,,,,,,4,,,,,,Male,,,Unknown,,,Unknown,,,,
1268087,Closed,Internet,05/10/16,4:00 PM,100 Avenida Descanso,Oceanside,CA,92057,San Diego,-1,0,0,0,-1,Question,Ran Away,,562481,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,30-39,,,White,,,Pickup Truck,Black
1268089,Closed,Internet,04/29/16,5:57 PM,W Poplar St & Dewey St,West York,PA,17404,York,0,0,0,0,-1,None,Unknown,,562484,562486,562487,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,8,14,Unknown,,,,Male,,,,,,White,,,,
1268096,Closed,Internet,05/03/16,12:00 AM,Unknown,Houston,TX,,Harris,0,0,0,0,-1,Unknown,Unknown,,562493,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,Hispanic,,,,
1268100,Closed,Internet,05/04/16,6:00 PM,2525 Oakley Seaver Dr,Clermont,FL,34711,Lake,0,0,0,0,-1,None,Released,,562497,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,,,,White,,,,
